id,host_response_rate,host_is_superhost,host_identity_verified,borough,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,availability_90,number_of_reviews,review_scores_rating,cancellation_policy,check_in_24h,air_conditioning,balcony,nature_and_views,tv,coffee_machine,cooking_basics,elevator,gym,parking,internet,pets_allowed,private_entrance,secure
3344,100%,0.0,0.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Other,Private room,1,1.0,1.0,48,25,88,11,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3362,100%,0.0,1.0,"Shaw, Logan Circle",House,Entire home/apt,16,3.5,4.0,433,24,59,165,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3662,100%,0.0,1.0,Historic Anacostia,House,Private room,1,1.0,1.0,65,0,47,36,80-94/100,moderate,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3670,unknown,0.0,0.0,"Howard University, Le Droit Park, Cardozo/Shaw",House,Private room,2,1.0,1.0,75,0,90,79,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3686,100%,0.0,1.0,Historic Anacostia,House,Private room,1,1.0,1.0,55,0,21,70,80-94/100,moderate,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3771,unknown,0.0,0.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Other,Private room,2,1.0,1.0,88,0,0,1,nan,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4197,100%,1.0,1.0,"Capitol Hill, Lincoln Park",House,Private room,2,1.5,1.0,83,25,18,41,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
4501,unknown,0.0,1.0,"Shaw, Logan Circle",House,Private room,2,2.5,1.0,475,50,0,120,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4529,100%,0.0,1.0,"Eastland Gardens, Kenilworth",House,Private room,4,1.0,1.0,65,10,89,102,80-94/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
4967,100%,1.0,1.0,"Ivy City, Arboretum, Trinidad, Carver Langston",House,Private room,1,3.0,1.0,99,0,0,31,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5589,100%,0.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,4,1.0,1.0,118,10,0,90,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
9097,100%,0.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Shared room,1,1.0,1.0,42,0,1,102,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9641,100%,1.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,4,1.0,1.0,195,75,26,147,80-94/100,moderate,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10766,unknown,0.0,1.0,"Capitol Hill, Lincoln Park",House,Private room,2,2.5,1.0,125,20,0,67,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
11785,100%,0.0,1.0,"Cathedral Heights, McLean Gardens, Glover Park",Apartment,Entire home/apt,5,1.0,1.0,125,35,61,359,80-94/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12442,100%,0.0,1.0,"Cathedral Heights, McLean Gardens, Glover Park",House,Private room,2,1.5,1.0,69,25,66,74,80-94/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13744,100%,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Apartment,Entire home/apt,4,1.0,1.0,125,0,54,22,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13824,100%,1.0,1.0,"Brightwood Park, Crestwood, Petworth",Other,Entire home/apt,4,1.0,0.0,100,25,61,156,95-100/100,flexible,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
14218,100%,0.0,1.0,"Cathedral Heights, McLean Gardens, Glover Park",House,Private room,2,1.5,1.0,69,25,20,105,80-94/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
16641,100%,1.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,3,1.0,1.0,150,35,17,63,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
16684,100%,1.0,1.0,"Union Station, Stanton Park, Kingman Park",Other,Entire home/apt,2,1.0,1.0,93,0,15,168,95-100/100,flexible,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
17131,100%,0.0,1.0,"Cathedral Heights, McLean Gardens, Glover Park",House,Private room,2,1.5,1.0,69,25,29,81,80-94/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20067,100%,1.0,0.0,"Cathedral Heights, McLean Gardens, Glover Park",House,Private room,2,1.0,1.0,75,47,44,102,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
22453,100%,1.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Shared room,1,1.0,1.0,90,0,51,87,95-100/100,flexible,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
24712,50-89%,0.0,1.0,"Brightwood Park, Crestwood, Petworth",House,Entire home/apt,16,3.5,4.0,309,25,71,109,80-94/100,strict_14_with_grace_period,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
24720,100%,0.0,0.0,"Brightwood Park, Crestwood, Petworth",House,Entire home/apt,9,3.0,3.0,215,10,59,3,0-79/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25185,unknown,1.0,0.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,4,1.0,1.0,149,0,0,22,95-100/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
25243,100%,0.0,0.0,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",House,Entire home/apt,8,2.5,3.0,379,179,73,21,80-94/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25366,100%,0.0,1.0,"Shaw, Logan Circle",House,Entire home/apt,11,2.5,3.0,433,24,59,131,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
32087,100%,0.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Other,Private room,2,1.0,1.0,169,0,88,13,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32584,100%,0.0,1.0,"Shaw, Logan Circle",Other,Entire home/apt,4,1.0,1.0,129,15,34,576,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
33534,100%,1.0,1.0,"Union Station, Stanton Park, Kingman Park",House,Entire home/apt,6,2.5,3.0,150,35,3,27,95-100/100,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
52092,100%,0.0,1.0,"Shaw, Logan Circle",Apartment,Entire home/apt,6,1.0,2.0,130,25,62,170,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
54112,100%,1.0,0.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,2,1.0,1.0,195,0,90,145,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57340,unknown,0.0,0.0,"Ivy City, Arboretum, Trinidad, Carver Langston",House,Private room,2,1.0,1.0,73,0,0,40,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
62119,100%,1.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",House,Private room,1,1.0,1.0,63,10,23,255,95-100/100,moderate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
62122,100%,1.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",House,Private room,3,1.0,1.0,90,10,15,100,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
65024,50-89%,0.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Apartment,Private room,1,1.0,1.0,35,0,57,5,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
67483,unknown,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Other,Entire home/apt,3,1.0,1.0,99,10,10,153,80-94/100,moderate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
72454,50-89%,0.0,1.0,"Brightwood Park, Crestwood, Petworth",House,Entire home/apt,16,3.5,4.0,309,25,79,134,80-94/100,moderate,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
78264,100%,0.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",House,Private room,4,1.0,1.0,70,30,0,30,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
79610,unknown,0.0,1.0,"Capitol Hill, Lincoln Park",Other,Entire home/apt,2,1.0,1.0,128,0,0,99,80-94/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
79866,100%,1.0,1.0,"Ivy City, Arboretum, Trinidad, Carver Langston",House,Private room,1,1.0,1.0,99,0,0,10,95-100/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
79867,100%,1.0,1.0,"Ivy City, Arboretum, Trinidad, Carver Langston",House,Private room,1,1.0,1.0,99,0,0,10,95-100/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
93551,100%,1.0,0.0,"Shaw, Logan Circle",House,Private room,2,1.0,1.0,87,20,61,98,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
105273,unknown,0.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,2,1.0,1.0,75,20,0,8,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
107801,unknown,0.0,1.0,"Union Station, Stanton Park, Kingman Park",House,Entire home/apt,8,1.0,2.0,140,15,0,13,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
116289,100%,0.0,0.0,"Takoma, Brightwood, Manor Park",House,Entire home/apt,2,2.5,1.0,118,30,20,3,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
116951,100%,1.0,0.0,"Howard University, Le Droit Park, Cardozo/Shaw",House,Private room,2,1.0,1.0,75,20,0,80,80-94/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124030,100%,0.0,1.0,"Shaw, Logan Circle",Other,Entire home/apt,4,2.0,2.0,150,25,0,7,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
145726,50-89%,0.0,1.0,"Brightwood Park, Crestwood, Petworth",Other,Entire home/apt,2,1.0,1.0,85,15,46,98,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
150109,100%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,2,1.0,1.0,135,20,23,28,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
151181,100%,0.0,0.0,Historic Anacostia,House,Private room,4,1.0,1.0,72,15,0,70,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
153545,100%,0.0,1.0,"Brightwood Park, Crestwood, Petworth",House,Private room,1,1.0,1.0,49,25,42,35,80-94/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
155859,100%,0.0,1.0,"Takoma, Brightwood, Manor Park",House,Private room,2,2.0,1.0,58,8,68,126,95-100/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
160148,100%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",House,Private room,2,1.0,1.0,309,0,90,2,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160597,100%,0.0,1.0,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",House,Private room,2,1.0,1.0,80,30,0,18,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
161913,100%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",House,Private room,3,1.0,1.0,99,25,0,10,80-94/100,flexible,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
161922,100%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,6,2.0,3.0,160,50,55,1,95-100/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
174808,100%,1.0,0.0,Historic Anacostia,House,Private room,2,1.0,1.0,75,10,85,36,95-100/100,flexible,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
175581,0-49%,0.0,1.0,"Capitol Hill, Lincoln Park",Apartment,Entire home/apt,2,1.0,1.0,120,0,0,123,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
175608,100%,0.0,1.0,"Shaw, Logan Circle",Apartment,Entire home/apt,4,1.0,2.0,110,25,65,166,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
178395,100%,0.0,1.0,"Takoma, Brightwood, Manor Park",House,Private room,1,1.5,1.0,64,19,90,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
181078,100%,1.0,0.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,4,2.0,2.0,250,100,82,78,95-100/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
181455,100%,1.0,1.0,"Friendship Heights, American University Park, Tenleytown",Apartment,Entire home/apt,1,1.0,1.0,80,0,42,28,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
184144,100%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,1,1.0,1.0,140,0,84,7,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
189961,unknown,0.0,1.0,"Capitol View, Marshall Heights, Benning Heights",House,Private room,2,1.0,1.0,59,0,0,0,nan,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
195344,100%,0.0,0.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Other,Entire home/apt,4,1.5,1.0,149,15,20,361,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
196429,50-89%,0.0,1.0,"Takoma, Brightwood, Manor Park",Other,Entire home/apt,3,1.0,0.0,99,25,42,4,0-79/100,strict_14_with_grace_period,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
198685,50-89%,0.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",House,Private room,2,1.5,1.0,65,20,8,127,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
198754,100%,0.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",House,Private room,2,1.5,1.0,90,0,10,2,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
198761,100%,0.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",House,Private room,1,1.0,1.0,50,0,0,35,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
201116,100%,0.0,0.0,"Takoma, Brightwood, Manor Park",Apartment,Entire home/apt,2,1.0,1.0,90,20,33,149,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
205809,100%,0.0,1.0,"Brightwood Park, Crestwood, Petworth",House,Entire home/apt,6,3.0,3.0,199,49,88,13,95-100/100,moderate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
210914,100%,0.0,1.0,"Brookland, Brentwood, Langdon",House,Entire home/apt,4,1.0,3.0,285,0,90,0,nan,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
211986,100%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",House,Private room,3,1.0,1.0,269,50,90,5,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
223203,100%,0.0,0.0,"Colonial Village, Shepherd Park, North Portal Estates",House,Private room,2,1.5,1.0,86,50,51,5,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
223922,100%,0.0,1.0,"Brightwood Park, Crestwood, Petworth",House,Entire home/apt,4,1.5,1.0,109,25,40,109,80-94/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
246413,100%,0.0,1.0,"Capitol Hill, Lincoln Park",House,Entire home/apt,3,1.0,1.0,78,15,20,363,95-100/100,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
252300,100%,0.0,0.0,"Sheridan, Barry Farm, Buena Vista",Apartment,Private room,2,1.0,1.0,90,25,63,8,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
262629,100%,1.0,1.0,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",House,Private room,2,1.0,1.0,58,15,56,29,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
266852,100%,1.0,0.0,"Union Station, Stanton Park, Kingman Park",Other,Private room,2,1.0,1.0,77,25,18,667,95-100/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
274737,100%,1.0,1.0,"Georgetown, Burleith/Hillandale",House,Entire home/apt,1,1.0,1.0,125,0,26,34,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
276193,100%,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,1,1.0,1.0,55,0,63,72,80-94/100,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
279120,100%,1.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Apartment,Entire home/apt,4,1.0,2.0,160,20,70,11,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
281806,100%,1.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,6,2.0,3.0,280,25,72,20,80-94/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
286083,50-89%,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Apartment,Entire home/apt,6,1.0,1.0,145,35,69,63,80-94/100,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
290001,100%,1.0,1.0,"Shaw, Logan Circle",House,Entire home/apt,4,1.0,2.0,150,0,72,125,95-100/100,moderate,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
296196,100%,1.0,0.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,4,1.0,1.0,149,0,15,50,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
299030,100%,0.0,0.0,"Colonial Village, Shepherd Park, North Portal Estates",House,Private room,2,1.5,1.0,85,25,84,19,95-100/100,flexible,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
303370,100%,0.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,3,1.0,1.0,95,0,60,32,80-94/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
303694,100%,1.0,1.0,"Brightwood Park, Crestwood, Petworth",Other,Entire home/apt,4,1.0,1.0,109,25,31,135,95-100/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
303723,50-89%,0.0,1.0,"Howard University, Le Droit Park, Cardozo/Shaw",Other,Entire home/apt,2,1.0,1.0,120,20,35,154,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
304188,100%,1.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,2,2.0,1.0,65,25,78,385,95-100/100,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
305783,100%,0.0,0.0,"Sheridan, Barry Farm, Buena Vista",Apartment,Private room,2,1.0,1.0,90,25,63,2,0-79/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
306465,100%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,4,1.0,1.0,325,50,90,15,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
313405,100%,0.0,0.0,"Colonial Village, Shepherd Park, North Portal Estates",House,Private room,3,1.0,1.0,75,25,80,7,80-94/100,flexible,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
315140,100%,0.0,1.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Other,Entire home/apt,2,1.0,1.0,149,150,74,13,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
316270,90-99%,1.0,1.0,"Brightwood Park, Crestwood, Petworth",Apartment,Entire home/apt,6,1.0,1.0,83,15,28,192,80-94/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
321642,unknown,0.0,1.0,"Capitol Hill, Lincoln Park",Apartment,Entire home/apt,4,1.0,1.0,140,0,0,135,80-94/100,flexible,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
326938,100%,0.0,1.0,"Georgetown, Burleith/Hillandale",House,Private room,2,1.0,1.0,139,40,42,24,95-100/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
339208,100%,1.0,0.0,"Capitol View, Marshall Heights, Benning Heights",Apartment,Entire home/apt,6,1.0,2.0,75,15,7,107,80-94/100,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
350687,50-89%,1.0,0.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Apartment,Entire home/apt,4,1.0,1.0,100,10,0,47,95-100/100,moderate,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
