id,host_response_rate,host_is_superhost,host_identity_verified,borough,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,availability_90,number_of_reviews,review_scores_rating,cancellation_policy,check_in_24h,air_conditioning,balcony,nature_and_views,tv,coffee_machine,cooking_basics,elevator,gym,parking,internet,pets_allowed,private_entrance,secure
7714870,100%,0.0,1.0,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",House,Private room,2,1.0,1.0,67,20,84,276,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
7714880,100%,0.0,1.0,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",House,Private room,3,1.0,1.0,88,50,86,285,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
7715486,100%,1.0,0.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,6,2.0,2.0,159,35,75,84,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7725273,unknown,0.0,1.0,"Union Station, Stanton Park, Kingman Park",Apartment,Entire home/apt,3,1.0,1.0,120,0,0,137,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
7725521,90-99%,0.0,0.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,3,1.0,1.0,169,0,80,0,nan,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7725828,90-99%,0.0,0.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,3,1.0,1.0,169,0,80,0,nan,strict_14_with_grace_period,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7726082,90-99%,0.0,0.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,5,2.0,2.0,199,0,84,5,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7728263,unknown,0.0,1.0,"Howard University, Le Droit Park, Cardozo/Shaw",Apartment,Private room,2,1.0,1.0,60,10,0,8,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7729211,unknown,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,4,1.5,2.0,150,0,0,1,95-100/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7730327,unknown,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,3,1.0,1.0,150,50,0,15,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7731695,100%,1.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,4,1.0,1.0,119,35,57,44,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7732528,100%,1.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,4,1.0,1.0,119,35,70,50,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7733108,100%,1.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,6,1.0,2.0,159,0,63,44,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
7733964,90-99%,0.0,1.0,"Friendship Heights, American University Park, Tenleytown",Apartment,Entire home/apt,4,1.0,1.0,85,6,68,93,80-94/100,strict_14_with_grace_period,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7742346,100%,1.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,2,1.0,1.0,79,20,68,111,95-100/100,moderate,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7743874,100%,1.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,2,1.0,1.0,69,0,44,87,95-100/100,moderate,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7744854,100%,1.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Other,Entire home/apt,4,1.0,1.0,85,0,14,266,95-100/100,flexible,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
7746325,100%,1.0,1.0,"Brightwood Park, Crestwood, Petworth",Other,Entire home/apt,3,1.0,1.0,85,35,82,156,95-100/100,flexible,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
7758808,100%,1.0,0.0,"Brightwood Park, Crestwood, Petworth",House,Private room,2,1.0,1.0,75,50,90,10,95-100/100,flexible,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
7759093,100%,1.0,0.0,"Brightwood Park, Crestwood, Petworth",House,Private room,2,1.0,0.0,110,70,90,17,80-94/100,flexible,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
7772529,unknown,0.0,1.0,"Union Station, Stanton Park, Kingman Park",House,Entire home/apt,6,2.0,3.0,150,0,0,5,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7775008,90-99%,1.0,1.0,"Howard University, Le Droit Park, Cardozo/Shaw",Other,Private room,2,1.0,1.0,85,0,0,198,95-100/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
7781787,100%,1.0,1.0,"Shaw, Logan Circle",Other,Entire home/apt,5,1.0,2.0,250,25,55,121,95-100/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
7784761,unknown,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Apartment,Entire home/apt,2,1.0,1.0,144,0,0,1,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7798558,unknown,0.0,0.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,2,1.0,1.0,115,0,0,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7800582,100%,1.0,0.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,2,1.0,1.0,132,25,61,109,95-100/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7801335,100%,1.0,0.0,"Georgetown, Burleith/Hillandale",Apartment,Entire home/apt,2,1.0,0.0,95,25,21,172,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7807561,unknown,0.0,1.0,"Howard University, Le Droit Park, Cardozo/Shaw",Apartment,Entire home/apt,3,1.0,0.0,100,25,0,4,0-79/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7809337,unknown,0.0,1.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,3,1.0,1.0,125,35,0,13,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7809701,100%,1.0,1.0,"Georgetown, Burleith/Hillandale",House,Entire home/apt,5,1.0,2.0,160,10,67,209,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7816551,50-89%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,2,1.0,1.0,250,0,0,2,80-94/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7819250,100%,1.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,2,1.0,1.0,79,15,80,129,95-100/100,moderate,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7819327,100%,1.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,2,1.0,1.0,49,15,58,17,95-100/100,flexible,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7819406,100%,1.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,2,1.0,1.0,70,15,48,22,95-100/100,moderate,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7820526,100%,1.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,6,1.0,2.0,149,35,57,53,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7821473,unknown,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Apartment,Entire home/apt,2,1.0,0.0,70,0,0,25,80-94/100,flexible,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7826994,90-99%,0.0,0.0,"River Terrace, Benning, Greenway, Dupont Park",House,Private room,2,1.0,1.0,52,0,57,241,80-94/100,flexible,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7839172,100%,0.0,1.0,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",House,Entire home/apt,9,1.5,4.0,300,30,76,7,0-79/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7848895,100%,1.0,1.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,4,1.0,2.0,175,0,67,120,95-100/100,moderate,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
7853213,unknown,0.0,0.0,"West End, Foggy Bottom, GWU",House,Private room,1,1.0,1.0,100,0,0,0,nan,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7853456,100%,1.0,0.0,"Brookland, Brentwood, Langdon",Other,Entire home/apt,2,1.0,1.0,75,25,84,59,95-100/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
7860331,0-49%,0.0,0.0,"Capitol Hill, Lincoln Park",Apartment,Private room,2,1.0,1.0,44,50,0,88,0-79/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
7876570,100%,0.0,0.0,"Takoma, Brightwood, Manor Park",House,Private room,3,1.0,1.0,89,28,90,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7882104,100%,1.0,1.0,"Capitol Hill, Lincoln Park",Apartment,Entire home/apt,4,1.0,0.0,105,0,50,154,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7884277,100%,0.0,1.0,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Apartment,Entire home/apt,4,1.0,1.0,209,0,0,74,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7893901,100%,0.0,1.0,"Union Station, Stanton Park, Kingman Park",House,Entire home/apt,7,1.5,3.0,150,12,23,69,80-94/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
7896593,unknown,0.0,0.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Apartment,Entire home/apt,4,1.0,1.0,90,0,0,140,80-94/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
7901004,100%,1.0,1.0,"Brookland, Brentwood, Langdon",House,Private room,2,1.5,1.0,70,10,5,14,95-100/100,moderate,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7902447,100%,0.0,1.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Other,Entire home/apt,6,2.0,2.0,450,0,0,1,nan,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7906205,50-89%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,2,1.0,1.0,155,0,0,32,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7910128,100%,0.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Other,Entire home/apt,2,1.0,1.0,65,15,61,42,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
7911161,unknown,0.0,1.0,"Capitol Hill, Lincoln Park",Apartment,Entire home/apt,2,1.0,1.0,350,0,0,0,nan,moderate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
7913224,unknown,0.0,1.0,"Woodridge, Fort Lincoln, Gateway",House,Private room,1,1.0,1.0,59,0,0,12,95-100/100,flexible,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7916003,50-89%,0.0,0.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,4,2.0,2.0,195,0,85,77,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7916127,100%,0.0,0.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Entire home/apt,7,2.5,4.0,149,15,0,5,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7918040,unknown,0.0,0.0,Historic Anacostia,House,Entire home/apt,10,3.0,2.0,280,0,0,0,nan,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7922208,unknown,0.0,1.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,7,1.0,2.0,168,0,0,129,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
7930288,100%,1.0,1.0,"Capitol Hill, Lincoln Park",Apartment,Entire home/apt,2,1.0,0.0,165,50,64,16,95-100/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
7931456,90-99%,0.0,1.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Other,Entire home/apt,4,2.0,2.0,272,0,84,2,0-79/100,moderate,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7939196,50-89%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",House,Private room,1,1.0,1.0,177,10,20,18,95-100/100,strict_14_with_grace_period,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7942513,unknown,0.0,0.0,"Dupont Circle, Connecticut Avenue/K Street",Apartment,Entire home/apt,2,1.0,2.0,99,0,0,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7952701,100%,1.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Apartment,Entire home/apt,3,1.0,1.0,120,20,50,224,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
7953568,100%,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Other,Entire home/apt,4,1.0,1.0,100,0,0,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7965382,100%,1.0,0.0,"Capitol Hill, Lincoln Park",House,Entire home/apt,6,1.5,2.0,235,50,66,82,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7967888,unknown,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,3,1.0,1.0,60,0,0,16,80-94/100,flexible,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7968494,100%,1.0,1.0,"Brightwood Park, Crestwood, Petworth",House,Entire home/apt,5,1.5,2.0,90,55,57,6,80-94/100,strict_14_with_grace_period,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7981107,unknown,0.0,1.0,"Union Station, Stanton Park, Kingman Park",Apartment,Entire home/apt,3,1.0,1.0,125,30,0,0,nan,flexible,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7982044,unknown,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Apartment,Entire home/apt,4,1.0,1.0,100,0,0,3,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7990478,100%,1.0,1.0,"West End, Foggy Bottom, GWU",Apartment,Entire home/apt,6,1.0,3.0,197,15,62,262,95-100/100,strict_14_with_grace_period,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8016913,50-89%,0.0,1.0,"Friendship Heights, American University Park, Tenleytown",House,Private room,1,1.0,1.0,50,20,0,7,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8035516,100%,0.0,1.0,"Georgetown, Burleith/Hillandale",House,Entire home/apt,3,2.5,3.0,350,0,33,13,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8042913,unknown,0.0,1.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Private room,2,1.0,1.0,75,0,0,9,80-94/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
8043255,unknown,0.0,1.0,"North Cleveland Park, Forest Hills, Van Ness",Apartment,Entire home/apt,4,1.0,2.0,158,0,0,7,80-94/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8050601,unknown,0.0,1.0,"Howard University, Le Droit Park, Cardozo/Shaw",Apartment,Entire home/apt,4,2.5,2.0,189,0,0,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8053518,100%,1.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",House,Private room,2,1.0,1.0,62,10,72,170,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
8061480,100%,0.0,1.0,"Howard University, Le Droit Park, Cardozo/Shaw",House,Entire home/apt,5,2.5,2.0,200,0,0,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8064996,100%,1.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",House,Entire home/apt,4,1.0,1.0,140,0,28,209,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
8072054,50-89%,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Other,Entire home/apt,3,1.0,1.0,135,25,80,19,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
8078444,100%,0.0,1.0,"Howard University, Le Droit Park, Cardozo/Shaw",Other,Entire home/apt,4,1.0,1.0,99,50,20,26,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8088797,unknown,0.0,0.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Apartment,Entire home/apt,1,1.0,0.0,75,0,0,1,0-79/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8093838,unknown,0.0,0.0,"Shaw, Logan Circle",Apartment,Entire home/apt,3,1.0,1.0,105,20,0,8,80-94/100,flexible,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8098656,unknown,0.0,0.0,"Capitol Hill, Lincoln Park",House,Entire home/apt,6,3.5,3.0,200,0,0,1,95-100/100,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8105357,unknown,0.0,1.0,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Apartment,Entire home/apt,4,2.0,2.0,500,0,0,4,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8115938,90-99%,0.0,1.0,"Union Station, Stanton Park, Kingman Park",House,Entire home/apt,10,4.0,4.0,529,15,0,10,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8117850,100%,1.0,1.0,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",House,Private room,2,1.5,1.0,35,0,6,103,95-100/100,moderate,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8118612,50-89%,1.0,0.0,"West End, Foggy Bottom, GWU",Other,Entire home/apt,2,1.0,1.0,99,0,25,36,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8118888,100%,1.0,0.0,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",House,Private room,1,1.0,1.0,53,15,41,19,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
8125413,100%,1.0,1.0,"West End, Foggy Bottom, GWU",Apartment,Entire home/apt,2,1.0,1.0,104,0,0,3,80-94/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8126682,unknown,0.0,0.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Private room,1,1.0,1.0,110,0,0,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8130859,unknown,0.0,1.0,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Apartment,Private room,2,1.0,1.0,76,20,0,49,80-94/100,strict_14_with_grace_period,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8130991,100%,0.0,1.0,"Dupont Circle, Connecticut Avenue/K Street",House,Entire home/apt,2,1.0,1.0,179,100,68,80,80-94/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
8131621,unknown,0.0,1.0,"Union Station, Stanton Park, Kingman Park",Other,Entire home/apt,4,2.0,2.0,79,0,0,0,nan,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8131716,unknown,0.0,1.0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Apartment,Entire home/apt,3,1.0,1.0,1000,100,0,0,nan,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8133891,100%,0.0,1.0,"Kalorama Heights, Adams Morgan, Lanier Heights",Apartment,Entire home/apt,8,2.0,3.0,201,15,74,46,95-100/100,strict_14_with_grace_period,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8140202,unknown,0.0,1.0,"Shaw, Logan Circle",Apartment,Private room,2,1.0,1.0,125,10,0,5,95-100/100,moderate,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8140930,100%,1.0,1.0,"Union Station, Stanton Park, Kingman Park",House,Entire home/apt,6,1.5,2.0,300,0,0,3,95-100/100,moderate,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8144649,unknown,0.0,0.0,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Apartment,Entire home/apt,2,1.0,0.0,399,0,0,0,nan,flexible,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8145316,unknown,0.0,1.0,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Apartment,Entire home/apt,4,1.0,1.0,110,0,0,4,95-100/100,strict_14_with_grace_period,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8147605,unknown,0.0,0.0,"Cathedral Heights, McLean Gardens, Glover Park",House,Entire home/apt,2,1.0,1.0,250,0,0,0,nan,flexible,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
